,_focal_resource_label,sg_dependence,resource_quality_change,resource_quantity_change,management,compliance,ParentGlobalID,management_other,focal_resource,id,date,ccp,seagrass_quality_change,sg_quality_change_note,seagrass_quantity_change,sg_quantity_change_note,causes_seagrass_change,sg_causes_coded,focal_resources,sg_dependence_note,resource_quality_change_note,resource_quantity_change_note,management_note,compliance_note,resource_change_note,resource_change_note.1,note,review_flag
57,mavandzi (56),high,no_change,less,none,,3bfefeff-a922-4545-b451-ac01818ea943,,56,17022023NHCHA01,5/24/2023 10:00:00 AM,nhamaxaxa,sig_worse,,sig_less,"Na altura, existiam canais que tinham ervas mas hoje nao temos esses casos, isto e, porque as mudancas climaticas tendem a devastar e, tambem as redes usadas sao vastas e os chumbos usados sao demais pesados que acabam arrastando as ervas (nao ha regugulamento para as artes de pesca hoje em dia).
",Leia 1b.,"human_disturbance,climate_change","01,02,03,11,50,56,63,71",,"Nota_se alguma mudanca em outras especies ,pois, agora existem muitas pessoas com diversas artes, o que resulta em excesso de exploracao, contudo, a qualidade assim como a quantidade tendem a reduzir muitlo.",,"Apanha, linha e gynia na nossa comunidade, sao permitidos a pescar ate mesmo nas areas vedadas para o resto das artes.",,"A forma de pescar nos ultimos dias e diferente, hoje nao ha controle. As redes sao muitas e longas portanto ferem a qualidade e quantidade destes recursos marinhos. Nota_se as redes de arrasto sao o maior fator.",human_disturbance,This was entered as 65 but should be 71. Edited 7/26,0.0
58,nhamunhe (63),high,no_change,no_change,none,,3bfefeff-a922-4545-b451-ac01818ea943,,63,17022023NHCHA01,5/24/2023 10:00:00 AM,nhamaxaxa,sig_worse,,sig_less,"Na altura, existiam canais que tinham ervas mas hoje nao temos esses casos, isto e, porque as mudancas climaticas tendem a devastar e, tambem as redes usadas sao vastas e os chumbos usados sao demais pesados que acabam arrastando as ervas (nao ha regugulamento para as artes de pesca hoje em dia).
",Leia 1b.,"human_disturbance,climate_change","01,02,03,11,50,56,63,71",,"Nota_se alguma mudanca em outras especies ,pois, agora existem muitas pessoas com diversas artes, o que resulta em excesso de exploracao, contudo, a qualidade assim como a quantidade tendem a reduzir muitlo.",,"Apanha, linha e gynia na nossa comunidade, sao permitidos a pescar ate mesmo nas areas vedadas para o resto das artes.",,"A forma de pescar nos ultimos dias e diferente, hoje nao ha controle. As redes sao muitas e longas portanto ferem a qualidade e quantidade destes recursos marinhos. Nota_se as redes de arrasto sao o maior fator.",human_disturbance,This was entered as 65 but should be 71. Edited 7/26,0.0
59,nhasastani (71),high,no_change,no_change,none,,3bfefeff-a922-4545-b451-ac01818ea943,,71,17022023NHCHA01,5/24/2023 10:00:00 AM,nhamaxaxa,sig_worse,,sig_less,"Na altura, existiam canais que tinham ervas mas hoje nao temos esses casos, isto e, porque as mudancas climaticas tendem a devastar e, tambem as redes usadas sao vastas e os chumbos usados sao demais pesados que acabam arrastando as ervas (nao ha regugulamento para as artes de pesca hoje em dia).
",Leia 1b.,"human_disturbance,climate_change","01,02,03,11,50,56,63,71",,"Nota_se alguma mudanca em outras especies ,pois, agora existem muitas pessoas com diversas artes, o que resulta em excesso de exploracao, contudo, a qualidade assim como a quantidade tendem a reduzir muitlo.",,"Apanha, linha e gynia na nossa comunidade, sao permitidos a pescar ate mesmo nas areas vedadas para o resto das artes.",,"A forma de pescar nos ultimos dias e diferente, hoje nao ha controle. As redes sao muitas e longas portanto ferem a qualidade e quantidade destes recursos marinhos. Nota_se as redes de arrasto sao o maior fator.",human_disturbance,This was entered as 65 but should be 71. Edited 7/26,0.0
60,mihili (1),high,sig_worse,sig_less,gear_closure,75_100,37c82799-2da6-46b1-b248-26516978bbba,,01,10032023SAHA01,5/24/2023 10:00:00 AM,sahane,sig_worse,,sig_less,,"O que causa as mudancas na qualidade assim como na quantidade, e o mau uso e ma exploracao dos recursos marinhos. Hoje em dia temos grande efetivo na baia, e mesmo assim ainda existem muitos que usam instrumentos e equipamentos inadequados que fazem com que as ervas e os ovos sejam arrastados.  As condicoes climaticas tambem contribuem a essas mudancas.","human_disturbance,climate_change","01,50,56,60,63,69",,Leia 1c,Leia 1c,"As vedas sao rarras na minha comunidade e, as especies 50, 56, 60, 63 e 69 nao sao afetadas pela veda porque estao mais para pesca de apanha, potanto, para apanha nao ha nenhuma medida de gestao inclusive a especie 56 que e muito mais para gynia tambem nao sofre nenhuma medida de gestao. A especie numero 1 tem tido esta medida de gestao mas e rarro. As vedas nesta comunidade sao recentes.",,Leia 1c,"climate_change,human_disturbance","

                                                                                                                                                                                                                                   JR",0.0
61,dzindrolo (50),low,sig_worse,sig_less,none,,37c82799-2da6-46b1-b248-26516978bbba,,50,10032023SAHA01,5/24/2023 10:00:00 AM,sahane,sig_worse,,sig_less,,"O que causa as mudancas na qualidade assim como na quantidade, e o mau uso e ma exploracao dos recursos marinhos. Hoje em dia temos grande efetivo na baia, e mesmo assim ainda existem muitos que usam instrumentos e equipamentos inadequados que fazem com que as ervas e os ovos sejam arrastados.  As condicoes climaticas tambem contribuem a essas mudancas.","human_disturbance,climate_change","01,50,56,60,63,69",,Leia 1c,Leia 1c,"As vedas sao rarras na minha comunidade e, as especies 50, 56, 60, 63 e 69 nao sao afetadas pela veda porque estao mais para pesca de apanha, potanto, para apanha nao ha nenhuma medida de gestao inclusive a especie 56 que e muito mais para gynia tambem nao sofre nenhuma medida de gestao. A especie numero 1 tem tido esta medida de gestao mas e rarro. As vedas nesta comunidade sao recentes.",,Leia 1c,"climate_change,human_disturbance","

                                                                                                                                                                                                                                   JR",0.0
62,mavandzi (56),low,no_change,sig_less,none,,37c82799-2da6-46b1-b248-26516978bbba,,56,10032023SAHA01,5/24/2023 10:00:00 AM,sahane,sig_worse,,sig_less,,"O que causa as mudancas na qualidade assim como na quantidade, e o mau uso e ma exploracao dos recursos marinhos. Hoje em dia temos grande efetivo na baia, e mesmo assim ainda existem muitos que usam instrumentos e equipamentos inadequados que fazem com que as ervas e os ovos sejam arrastados.  As condicoes climaticas tambem contribuem a essas mudancas.","human_disturbance,climate_change","01,50,56,60,63,69",,Leia 1c,Leia 1c,"As vedas sao rarras na minha comunidade e, as especies 50, 56, 60, 63 e 69 nao sao afetadas pela veda porque estao mais para pesca de apanha, potanto, para apanha nao ha nenhuma medida de gestao inclusive a especie 56 que e muito mais para gynia tambem nao sofre nenhuma medida de gestao. A especie numero 1 tem tido esta medida de gestao mas e rarro. As vedas nesta comunidade sao recentes.",,Leia 1c,"climate_change,human_disturbance","

                                                                                                                                                                                                                                   JR",0.0
63,matewo (60),high,no_change,no_change,none,,37c82799-2da6-46b1-b248-26516978bbba,,60,10032023SAHA01,5/24/2023 10:00:00 AM,sahane,sig_worse,,sig_less,,"O que causa as mudancas na qualidade assim como na quantidade, e o mau uso e ma exploracao dos recursos marinhos. Hoje em dia temos grande efetivo na baia, e mesmo assim ainda existem muitos que usam instrumentos e equipamentos inadequados que fazem com que as ervas e os ovos sejam arrastados.  As condicoes climaticas tambem contribuem a essas mudancas.","human_disturbance,climate_change","01,50,56,60,63,69",,Leia 1c,Leia 1c,"As vedas sao rarras na minha comunidade e, as especies 50, 56, 60, 63 e 69 nao sao afetadas pela veda porque estao mais para pesca de apanha, potanto, para apanha nao ha nenhuma medida de gestao inclusive a especie 56 que e muito mais para gynia tambem nao sofre nenhuma medida de gestao. A especie numero 1 tem tido esta medida de gestao mas e rarro. As vedas nesta comunidade sao recentes.",,Leia 1c,"climate_change,human_disturbance","

                                                                                                                                                                                                                                   JR",0.0
64,nhamunhe (63),none,no_change,no_change,none,,37c82799-2da6-46b1-b248-26516978bbba,,63,10032023SAHA01,5/24/2023 10:00:00 AM,sahane,sig_worse,,sig_less,,"O que causa as mudancas na qualidade assim como na quantidade, e o mau uso e ma exploracao dos recursos marinhos. Hoje em dia temos grande efetivo na baia, e mesmo assim ainda existem muitos que usam instrumentos e equipamentos inadequados que fazem com que as ervas e os ovos sejam arrastados.  As condicoes climaticas tambem contribuem a essas mudancas.","human_disturbance,climate_change","01,50,56,60,63,69",,Leia 1c,Leia 1c,"As vedas sao rarras na minha comunidade e, as especies 50, 56, 60, 63 e 69 nao sao afetadas pela veda porque estao mais para pesca de apanha, potanto, para apanha nao ha nenhuma medida de gestao inclusive a especie 56 que e muito mais para gynia tambem nao sofre nenhuma medida de gestao. A especie numero 1 tem tido esta medida de gestao mas e rarro. As vedas nesta comunidade sao recentes.",,Leia 1c,"climate_change,human_disturbance","

                                                                                                                                                                                                                                   JR",0.0
65,simbatsani (69),none,no_change,no_change,none,,37c82799-2da6-46b1-b248-26516978bbba,,69,10032023SAHA01,5/24/2023 10:00:00 AM,sahane,sig_worse,,sig_less,,"O que causa as mudancas na qualidade assim como na quantidade, e o mau uso e ma exploracao dos recursos marinhos. Hoje em dia temos grande efetivo na baia, e mesmo assim ainda existem muitos que usam instrumentos e equipamentos inadequados que fazem com que as ervas e os ovos sejam arrastados.  As condicoes climaticas tambem contribuem a essas mudancas.","human_disturbance,climate_change","01,50,56,60,63,69",,Leia 1c,Leia 1c,"As vedas sao rarras na minha comunidade e, as especies 50, 56, 60, 63 e 69 nao sao afetadas pela veda porque estao mais para pesca de apanha, potanto, para apanha nao ha nenhuma medida de gestao inclusive a especie 56 que e muito mais para gynia tambem nao sofre nenhuma medida de gestao. A especie numero 1 tem tido esta medida de gestao mas e rarro. As vedas nesta comunidade sao recentes.",,Leia 1c,"climate_change,human_disturbance","

                                                                                                                                                                                                                                   JR",0.0
66,dzindrolo (50),high,sig_worse,unsure,gear_closure,75_100,3260319c-bff4-4d3f-82d0-1d1886d7f048,,50,08022023MAD01,5/24/2023 10:00:00 AM,madava,sig_worse,"Ha grande mudanca mas, as redes de arrasto sao o maior fator nessa mudanca, os materiais usados sao pesados demais que na sua medida acabam lesionando as inocentes  ervas, o que resulta na sua baixa qualidade.",sig_less,"Ja nao tem muitas ervas, as redes de arrasto estragam as ervas e tambem, nota_se o maior numero de pessoas que optam na pesca resultando em uso descontrolado e exploracao inadequada de pesca. Contudo, as ervas saiem lesadas e ha defice das mesmas.","As redes de arrasto sao as que fazem com que haja essa mudanca, os factores climaticos sao de menos.",human_disturbance,"50,52,53,56,68,70,78",,"Algumas especies mantem a qualidade gracas as medidas de gestao, no que tange a todos tipos de veda.","A reducao na quantidade resultou na base das artes usadas atualmente, nao ha piedade, as redes nossivas devastam os ovos e as especies mais jovens o que impede a reproducao e multiplicacao das espcies.",,"Apesar de algumas pessoas nao aceitarem estas medidas, a maior parte dos pescadores  nesta comunidade aceita estas medidas de gestao.","O numero das pessoas que exploram a baia tende a subir, contudo, as especies marinhas perdem a qualidade e a quantidade.",human_disturbance,"

                                                                                                                                                                                                                            JR",0.0
67,gihologo (52),none,sig_worse,sig_less,gear_closure,75_100,3260319c-bff4-4d3f-82d0-1d1886d7f048,,52,08022023MAD01,5/24/2023 10:00:00 AM,madava,sig_worse,"Ha grande mudanca mas, as redes de arrasto sao o maior fator nessa mudanca, os materiais usados sao pesados demais que na sua medida acabam lesionando as inocentes  ervas, o que resulta na sua baixa qualidade.",sig_less,"Ja nao tem muitas ervas, as redes de arrasto estragam as ervas e tambem, nota_se o maior numero de pessoas que optam na pesca resultando em uso descontrolado e exploracao inadequada de pesca. Contudo, as ervas saiem lesadas e ha defice das mesmas.","As redes de arrasto sao as que fazem com que haja essa mudanca, os factores climaticos sao de menos.",human_disturbance,"50,52,53,56,68,70,78",,"Algumas especies mantem a qualidade gracas as medidas de gestao, no que tange a todos tipos de veda.","A reducao na quantidade resultou na base das artes usadas atualmente, nao ha piedade, as redes nossivas devastam os ovos e as especies mais jovens o que impede a reproducao e multiplicacao das espcies.",,"Apesar de algumas pessoas nao aceitarem estas medidas, a maior parte dos pescadores  nesta comunidade aceita estas medidas de gestao.","O numero das pessoas que exploram a baia tende a subir, contudo, as especies marinhas perdem a qualidade e a quantidade.",human_disturbance,"

                                                                                                                                                                                                                            JR",0.0
68,masaba (53),none,no_change,no_change,gear_closure,75_100,3260319c-bff4-4d3f-82d0-1d1886d7f048,,53,08022023MAD01,5/24/2023 10:00:00 AM,madava,sig_worse,"Ha grande mudanca mas, as redes de arrasto sao o maior fator nessa mudanca, os materiais usados sao pesados demais que na sua medida acabam lesionando as inocentes  ervas, o que resulta na sua baixa qualidade.",sig_less,"Ja nao tem muitas ervas, as redes de arrasto estragam as ervas e tambem, nota_se o maior numero de pessoas que optam na pesca resultando em uso descontrolado e exploracao inadequada de pesca. Contudo, as ervas saiem lesadas e ha defice das mesmas.","As redes de arrasto sao as que fazem com que haja essa mudanca, os factores climaticos sao de menos.",human_disturbance,"50,52,53,56,68,70,78",,"Algumas especies mantem a qualidade gracas as medidas de gestao, no que tange a todos tipos de veda.","A reducao na quantidade resultou na base das artes usadas atualmente, nao ha piedade, as redes nossivas devastam os ovos e as especies mais jovens o que impede a reproducao e multiplicacao das espcies.",,"Apesar de algumas pessoas nao aceitarem estas medidas, a maior parte dos pescadores  nesta comunidade aceita estas medidas de gestao.","O numero das pessoas que exploram a baia tende a subir, contudo, as especies marinhas perdem a qualidade e a quantidade.",human_disturbance,"

                                                                                                                                                                                                                            JR",0.0
69,mavandzi (56),high,sig_worse,sig_less,gear_closure,75_100,3260319c-bff4-4d3f-82d0-1d1886d7f048,,56,08022023MAD01,5/24/2023 10:00:00 AM,madava,sig_worse,"Ha grande mudanca mas, as redes de arrasto sao o maior fator nessa mudanca, os materiais usados sao pesados demais que na sua medida acabam lesionando as inocentes  ervas, o que resulta na sua baixa qualidade.",sig_less,"Ja nao tem muitas ervas, as redes de arrasto estragam as ervas e tambem, nota_se o maior numero de pessoas que optam na pesca resultando em uso descontrolado e exploracao inadequada de pesca. Contudo, as ervas saiem lesadas e ha defice das mesmas.","As redes de arrasto sao as que fazem com que haja essa mudanca, os factores climaticos sao de menos.",human_disturbance,"50,52,53,56,68,70,78",,"Algumas especies mantem a qualidade gracas as medidas de gestao, no que tange a todos tipos de veda.","A reducao na quantidade resultou na base das artes usadas atualmente, nao ha piedade, as redes nossivas devastam os ovos e as especies mais jovens o que impede a reproducao e multiplicacao das espcies.",,"Apesar de algumas pessoas nao aceitarem estas medidas, a maior parte dos pescadores  nesta comunidade aceita estas medidas de gestao.","O numero das pessoas que exploram a baia tende a subir, contudo, as especies marinhas perdem a qualidade e a quantidade.",human_disturbance,"

                                                                                                                                                                                                                            JR",0.0
70,nhanguedwa (68),none,no_change,sig_less,none,,3260319c-bff4-4d3f-82d0-1d1886d7f048,,68,08022023MAD01,5/24/2023 10:00:00 AM,madava,sig_worse,"Ha grande mudanca mas, as redes de arrasto sao o maior fator nessa mudanca, os materiais usados sao pesados demais que na sua medida acabam lesionando as inocentes  ervas, o que resulta na sua baixa qualidade.",sig_less,"Ja nao tem muitas ervas, as redes de arrasto estragam as ervas e tambem, nota_se o maior numero de pessoas que optam na pesca resultando em uso descontrolado e exploracao inadequada de pesca. Contudo, as ervas saiem lesadas e ha defice das mesmas.","As redes de arrasto sao as que fazem com que haja essa mudanca, os factores climaticos sao de menos.",human_disturbance,"50,52,53,56,68,70,78",,"Algumas especies mantem a qualidade gracas as medidas de gestao, no que tange a todos tipos de veda.","A reducao na quantidade resultou na base das artes usadas atualmente, nao ha piedade, as redes nossivas devastam os ovos e as especies mais jovens o que impede a reproducao e multiplicacao das espcies.",,"Apesar de algumas pessoas nao aceitarem estas medidas, a maior parte dos pescadores  nesta comunidade aceita estas medidas de gestao.","O numero das pessoas que exploram a baia tende a subir, contudo, as especies marinhas perdem a qualidade e a quantidade.",human_disturbance,"

                                                                                                                                                                                                                            JR",0.0
71,nhakumbe (70),none,no_change,sig_less,none,,3260319c-bff4-4d3f-82d0-1d1886d7f048,,70,08022023MAD01,5/24/2023 10:00:00 AM,madava,sig_worse,"Ha grande mudanca mas, as redes de arrasto sao o maior fator nessa mudanca, os materiais usados sao pesados demais que na sua medida acabam lesionando as inocentes  ervas, o que resulta na sua baixa qualidade.",sig_less,"Ja nao tem muitas ervas, as redes de arrasto estragam as ervas e tambem, nota_se o maior numero de pessoas que optam na pesca resultando em uso descontrolado e exploracao inadequada de pesca. Contudo, as ervas saiem lesadas e ha defice das mesmas.","As redes de arrasto sao as que fazem com que haja essa mudanca, os factores climaticos sao de menos.",human_disturbance,"50,52,53,56,68,70,78",,"Algumas especies mantem a qualidade gracas as medidas de gestao, no que tange a todos tipos de veda.","A reducao na quantidade resultou na base das artes usadas atualmente, nao ha piedade, as redes nossivas devastam os ovos e as especies mais jovens o que impede a reproducao e multiplicacao das espcies.",,"Apesar de algumas pessoas nao aceitarem estas medidas, a maior parte dos pescadores  nesta comunidade aceita estas medidas de gestao.","O numero das pessoas que exploram a baia tende a subir, contudo, as especies marinhas perdem a qualidade e a quantidade.",human_disturbance,"

                                                                                                                                                                                                                            JR",0.0
72,togoma (78),low,no_change,sig_less,none,,3260319c-bff4-4d3f-82d0-1d1886d7f048,,78,08022023MAD01,5/24/2023 10:00:00 AM,madava,sig_worse,"Ha grande mudanca mas, as redes de arrasto sao o maior fator nessa mudanca, os materiais usados sao pesados demais que na sua medida acabam lesionando as inocentes  ervas, o que resulta na sua baixa qualidade.",sig_less,"Ja nao tem muitas ervas, as redes de arrasto estragam as ervas e tambem, nota_se o maior numero de pessoas que optam na pesca resultando em uso descontrolado e exploracao inadequada de pesca. Contudo, as ervas saiem lesadas e ha defice das mesmas.","As redes de arrasto sao as que fazem com que haja essa mudanca, os factores climaticos sao de menos.",human_disturbance,"50,52,53,56,68,70,78",,"Algumas especies mantem a qualidade gracas as medidas de gestao, no que tange a todos tipos de veda.","A reducao na quantidade resultou na base das artes usadas atualmente, nao ha piedade, as redes nossivas devastam os ovos e as especies mais jovens o que impede a reproducao e multiplicacao das espcies.",,"Apesar de algumas pessoas nao aceitarem estas medidas, a maior parte dos pescadores  nesta comunidade aceita estas medidas de gestao.","O numero das pessoas que exploram a baia tende a subir, contudo, as especies marinhas perdem a qualidade e a quantidade.",human_disturbance,"

                                                                                                                                                                                                                            JR",0.0
73,mihili (1),none,sig_worse,sig_less,other,,c5f56d78-c28b-4228-ad44-fb8b72a43ab2,,01,01242023CUGA01,5/24/2023 10:00:00 AM,kuguana,sig_worse,"As redes de arrasto influenciam na perda ou desgasto das ervas marinhas por isso, elas sao poucas por causa dos chumbos e ferros pesados que as arrastam",sig_less,"Ja nao temos ervas devido as redes de arrasto, se tem algumas e  por vontade de Deus mas as condicoes de trabalho afetam muito na extincao das ervas.",As redes de arrasto sao a maior fonte de destruicao das ervas  e tambem de algumas especies de peixe.,human_disturbance,"01,50,52,53,55,56,68,73","1_depende de matope,
56_depende de matope.
M uitas esoewcies dependem do matope, considerando_se como a encubadeira destas especies, para alem das ervas.
","A queda na qualidade destes recursos, alterou_se para o pior devido as tecnicas da pratica da pesca e os metodos usados para tal pesca.","Ha grande diferenca olhando para os tempos passados, hoje os pescadores sao muitos e as artes usadas sao diversas, por isso a quantidade tendeu a diminuir muito","A veda e extremamente controlada e exigida para o camarao branco e a santola, o resto das especies e afetado devido a comunhao do habitat.","Na epoca de gestao ou veda, muitas pessoas na comunidade abracam a ideia mas, so poucas descordam.","A evoluçao da pesca influencia na mudanca de qualidade e quantidade das especies, as redes de arrasto hoje em dia sao largas e longas o que culimina no arrastamento dos ovos. As malhas usadas nas redes conteporaneas sao inadequadas onde as especies mais jovens sao pegas antes a sua reproducao.",human_disturbance,"

                                                                                                                                                                                                                             JR",0.0
74,dzindrolo (50),none,sig_worse,sig_less,other,,c5f56d78-c28b-4228-ad44-fb8b72a43ab2,,50,01242023CUGA01,5/24/2023 10:00:00 AM,kuguana,sig_worse,"As redes de arrasto influenciam na perda ou desgasto das ervas marinhas por isso, elas sao poucas por causa dos chumbos e ferros pesados que as arrastam",sig_less,"Ja nao temos ervas devido as redes de arrasto, se tem algumas e  por vontade de Deus mas as condicoes de trabalho afetam muito na extincao das ervas.",As redes de arrasto sao a maior fonte de destruicao das ervas  e tambem de algumas especies de peixe.,human_disturbance,"01,50,52,53,55,56,68,73","1_depende de matope,
56_depende de matope.
M uitas esoewcies dependem do matope, considerando_se como a encubadeira destas especies, para alem das ervas.
","A queda na qualidade destes recursos, alterou_se para o pior devido as tecnicas da pratica da pesca e os metodos usados para tal pesca.","Ha grande diferenca olhando para os tempos passados, hoje os pescadores sao muitos e as artes usadas sao diversas, por isso a quantidade tendeu a diminuir muito","A veda e extremamente controlada e exigida para o camarao branco e a santola, o resto das especies e afetado devido a comunhao do habitat.","Na epoca de gestao ou veda, muitas pessoas na comunidade abracam a ideia mas, so poucas descordam.","A evoluçao da pesca influencia na mudanca de qualidade e quantidade das especies, as redes de arrasto hoje em dia sao largas e longas o que culimina no arrastamento dos ovos. As malhas usadas nas redes conteporaneas sao inadequadas onde as especies mais jovens sao pegas antes a sua reproducao.",human_disturbance,"

                                                                                                                                                                                                                             JR",0.0
75,gihologo (52),none,sig_worse,sig_less,gear_closure,,c5f56d78-c28b-4228-ad44-fb8b72a43ab2,,52,01242023CUGA01,5/24/2023 10:00:00 AM,kuguana,sig_worse,"As redes de arrasto influenciam na perda ou desgasto das ervas marinhas por isso, elas sao poucas por causa dos chumbos e ferros pesados que as arrastam",sig_less,"Ja nao temos ervas devido as redes de arrasto, se tem algumas e  por vontade de Deus mas as condicoes de trabalho afetam muito na extincao das ervas.",As redes de arrasto sao a maior fonte de destruicao das ervas  e tambem de algumas especies de peixe.,human_disturbance,"01,50,52,53,55,56,68,73","1_depende de matope,
56_depende de matope.
M uitas esoewcies dependem do matope, considerando_se como a encubadeira destas especies, para alem das ervas.
","A queda na qualidade destes recursos, alterou_se para o pior devido as tecnicas da pratica da pesca e os metodos usados para tal pesca.","Ha grande diferenca olhando para os tempos passados, hoje os pescadores sao muitos e as artes usadas sao diversas, por isso a quantidade tendeu a diminuir muito","A veda e extremamente controlada e exigida para o camarao branco e a santola, o resto das especies e afetado devido a comunhao do habitat.","Na epoca de gestao ou veda, muitas pessoas na comunidade abracam a ideia mas, so poucas descordam.","A evoluçao da pesca influencia na mudanca de qualidade e quantidade das especies, as redes de arrasto hoje em dia sao largas e longas o que culimina no arrastamento dos ovos. As malhas usadas nas redes conteporaneas sao inadequadas onde as especies mais jovens sao pegas antes a sua reproducao.",human_disturbance,"

                                                                                                                                                                                                                             JR",0.0
76,masaba (53),none,no_change,less,gear_closure,,c5f56d78-c28b-4228-ad44-fb8b72a43ab2,,53,01242023CUGA01,5/24/2023 10:00:00 AM,kuguana,sig_worse,"As redes de arrasto influenciam na perda ou desgasto das ervas marinhas por isso, elas sao poucas por causa dos chumbos e ferros pesados que as arrastam",sig_less,"Ja nao temos ervas devido as redes de arrasto, se tem algumas e  por vontade de Deus mas as condicoes de trabalho afetam muito na extincao das ervas.",As redes de arrasto sao a maior fonte de destruicao das ervas  e tambem de algumas especies de peixe.,human_disturbance,"01,50,52,53,55,56,68,73","1_depende de matope,
56_depende de matope.
M uitas esoewcies dependem do matope, considerando_se como a encubadeira destas especies, para alem das ervas.
","A queda na qualidade destes recursos, alterou_se para o pior devido as tecnicas da pratica da pesca e os metodos usados para tal pesca.","Ha grande diferenca olhando para os tempos passados, hoje os pescadores sao muitos e as artes usadas sao diversas, por isso a quantidade tendeu a diminuir muito","A veda e extremamente controlada e exigida para o camarao branco e a santola, o resto das especies e afetado devido a comunhao do habitat.","Na epoca de gestao ou veda, muitas pessoas na comunidade abracam a ideia mas, so poucas descordam.","A evoluçao da pesca influencia na mudanca de qualidade e quantidade das especies, as redes de arrasto hoje em dia sao largas e longas o que culimina no arrastamento dos ovos. As malhas usadas nas redes conteporaneas sao inadequadas onde as especies mais jovens sao pegas antes a sua reproducao.",human_disturbance,"

                                                                                                                                                                                                                             JR",0.0
77,"honho, girumba (54)",low,sig_worse,sig_less,other,,c5f56d78-c28b-4228-ad44-fb8b72a43ab2,,54,01242023CUGA01,5/24/2023 10:00:00 AM,kuguana,sig_worse,"As redes de arrasto influenciam na perda ou desgasto das ervas marinhas por isso, elas sao poucas por causa dos chumbos e ferros pesados que as arrastam",sig_less,"Ja nao temos ervas devido as redes de arrasto, se tem algumas e  por vontade de Deus mas as condicoes de trabalho afetam muito na extincao das ervas.",As redes de arrasto sao a maior fonte de destruicao das ervas  e tambem de algumas especies de peixe.,human_disturbance,"01,50,52,53,55,56,68,73","1_depende de matope,
56_depende de matope.
M uitas esoewcies dependem do matope, considerando_se como a encubadeira destas especies, para alem das ervas.
","A queda na qualidade destes recursos, alterou_se para o pior devido as tecnicas da pratica da pesca e os metodos usados para tal pesca.","Ha grande diferenca olhando para os tempos passados, hoje os pescadores sao muitos e as artes usadas sao diversas, por isso a quantidade tendeu a diminuir muito","A veda e extremamente controlada e exigida para o camarao branco e a santola, o resto das especies e afetado devido a comunhao do habitat.","Na epoca de gestao ou veda, muitas pessoas na comunidade abracam a ideia mas, so poucas descordam.","A evoluçao da pesca influencia na mudanca de qualidade e quantidade das especies, as redes de arrasto hoje em dia sao largas e longas o que culimina no arrastamento dos ovos. As malhas usadas nas redes conteporaneas sao inadequadas onde as especies mais jovens sao pegas antes a sua reproducao.",human_disturbance,"

                                                                                                                                                                                                                             JR",0.0
78,mavandzi (56),none,sig_worse,sig_less,gear_closure,0_25,c5f56d78-c28b-4228-ad44-fb8b72a43ab2,,56,01242023CUGA01,5/24/2023 10:00:00 AM,kuguana,sig_worse,"As redes de arrasto influenciam na perda ou desgasto das ervas marinhas por isso, elas sao poucas por causa dos chumbos e ferros pesados que as arrastam",sig_less,"Ja nao temos ervas devido as redes de arrasto, se tem algumas e  por vontade de Deus mas as condicoes de trabalho afetam muito na extincao das ervas.",As redes de arrasto sao a maior fonte de destruicao das ervas  e tambem de algumas especies de peixe.,human_disturbance,"01,50,52,53,55,56,68,73","1_depende de matope,
56_depende de matope.
M uitas esoewcies dependem do matope, considerando_se como a encubadeira destas especies, para alem das ervas.
","A queda na qualidade destes recursos, alterou_se para o pior devido as tecnicas da pratica da pesca e os metodos usados para tal pesca.","Ha grande diferenca olhando para os tempos passados, hoje os pescadores sao muitos e as artes usadas sao diversas, por isso a quantidade tendeu a diminuir muito","A veda e extremamente controlada e exigida para o camarao branco e a santola, o resto das especies e afetado devido a comunhao do habitat.","Na epoca de gestao ou veda, muitas pessoas na comunidade abracam a ideia mas, so poucas descordam.","A evoluçao da pesca influencia na mudanca de qualidade e quantidade das especies, as redes de arrasto hoje em dia sao largas e longas o que culimina no arrastamento dos ovos. As malhas usadas nas redes conteporaneas sao inadequadas onde as especies mais jovens sao pegas antes a sua reproducao.",human_disturbance,"

                                                                                                                                                                                                                             JR",0.0
